"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Datamodel-diab","Datamodel-diab.Administratives.Untersuchung.Art","Datamodel-diab.Administratives.Untersuchung.Art","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Art der Untersuchung (z.B. Erstbetreuung, Quartalscheck, Jahrescheck, Konsulation aufgrund akuter Komplikation)","Art der Untersuchung (z.B. Erstbetreuung, Quartalscheck, Jahrescheck, Konsulation aufgrund akuter Komplikation)","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Untersuchung.Art",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient","Datamodel-diab.Administratives.Patient","","","",1,1,"","","","BackboneElement {[]} {[]}
","Patient","Patient","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Datamodel-diab","Datamodel-diab.Administratives.Patient.id","Datamodel-diab.Administratives.Patient.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient.extension","Datamodel-diab.Administratives.Patient.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Administratives.Patient.modifierExtension","Datamodel-diab.Administratives.Patient.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Administratives.Patient.Geschlecht","Datamodel-diab.Administratives.Patient.Geschlecht","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Geschlecht","Geschlecht","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient.Geschlecht",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient.Familienname","Datamodel-diab.Administratives.Patient.Familienname","","","",1,1,"","","","string {[]} {[]}
","Familienname","Familienname","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient.Familienname",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient.Vorname","Datamodel-diab.Administratives.Patient.Vorname","","","",1,1,"","","","string {[]} {[]}
","Vorname","Vorname","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient.Vorname",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient.Geburtsdatum","Datamodel-diab.Administratives.Patient.Geburtsdatum","","","",1,1,"","","","date {[]} {[]}
","Geburtsdatum","Geburtsdatum","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient.Geburtsdatum",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient.Adresse","Datamodel-diab.Administratives.Patient.Adresse","","","",1,1,"","","","Address {[]} {[]}
","Adresse","Adresse","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient.Adresse",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient.SVNR","Datamodel-diab.Administratives.Patient.SVNR","","","",1,1,"","","","string {[]} {[]}
","SVNR","SVNR","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient.SVNR",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Patient.KVTraeger","Datamodel-diab.Administratives.Patient.KVTraeger","","","",1,1,"","","","string {[]} {[]}
","KV-Träger","KV-Träger","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Patient.KVTraeger",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher","Datamodel-diab.Administratives.Untersucher","","","",0,*,"","","","BackboneElement {[]} {[]}
","Untersucher","Untersucher","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Untersucher",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher.id","Datamodel-diab.Administratives.Untersucher.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher.extension","Datamodel-diab.Administratives.Untersucher.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher.modifierExtension","Datamodel-diab.Administratives.Untersucher.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher.VPNR","Datamodel-diab.Administratives.Untersucher.VPNR","","","",1,1,"","","","string {[]} {[]}
","Vertragspartnernummer","Vertragspartnernummer","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Untersucher.VPNR",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher.Fachgebiet","Datamodel-diab.Administratives.Untersucher.Fachgebiet","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Fachgebiet","Fachgebiet","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Untersucher.Fachgebiet",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher.Name","Datamodel-diab.Administratives.Untersucher.Name","","","",1,1,"","","","string {[]} {[]}
","Name","Name","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Untersucher.Name",1,1,"",""
"Datamodel-diab","Datamodel-diab.Administratives.Untersucher.Adresse","Datamodel-diab.Administratives.Untersucher.Adresse","","","",1,1,"","","","Address {[]} {[]}
","Adresse","Adresse","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Administratives.Untersucher.Adresse",1,1,"",""
"Datamodel-diab","Datamodel-diab.Diagnosen","Datamodel-diab.Diagnosen","","","",1,*,"","","","BackboneElement {[]} {[]}
","Diagnosen - je Diagnose wird das Erstdiagnosedatum dokumentiert","Diagnosen - je Diagnose wird das Erstdiagnosedatum dokumentiert","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Diagnosen",1,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Datamodel-diab","Datamodel-diab.Diagnosen.id","Datamodel-diab.Diagnosen.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Datamodel-diab","Datamodel-diab.Diagnosen.extension","Datamodel-diab.Diagnosen.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Diagnosen.modifierExtension","Datamodel-diab.Diagnosen.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Diagnosen.Diabetesdiagnosen","Datamodel-diab.Diagnosen.Diabetesdiagnosen","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Diabetesdiagnosen","Diabetesdiagnosen","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Diagnosen.Diabetesdiagnosen",1,1,"",""
"Datamodel-diab","Datamodel-diab.Diagnosen.Komplikationsdiagnosen","Datamodel-diab.Diagnosen.Komplikationsdiagnosen","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Komplikationsdiagnosen","Komplikationsdiagnosen","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Diagnosen.Komplikationsdiagnosen",0,*,"",""
"Datamodel-diab","Datamodel-diab.Diagnosen.Nebendiagnosen","Datamodel-diab.Diagnosen.Nebendiagnosen","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Nebendiagnosen - zumindest jährliches Update der Nebendiagnosen","Nebendiagnosen - zumindest jährliches Update der Nebendiagnosen","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Diagnosen.Nebendiagnosen",0,*,"",""
"Datamodel-diab","Datamodel-diab.Diagnosen.Gestationsdiabetes","Datamodel-diab.Diagnosen.Gestationsdiabetes","","","",0,*,"","","","string {[]} {[]}
","Episoden von Gestationsdiabetes","Episoden von Gestationsdiabetes","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Diagnosen.Gestationsdiabetes",0,*,"",""
"Datamodel-diab","Datamodel-diab.Fussuntersuchung","Datamodel-diab.Fussuntersuchung","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Fußuntersuchung (jährlich) - Fußdeformität, Puls, Vibrationsempfindung, Ulkus, etc.","Fußuntersuchung (jährlich) - Fußdeformität, Puls, Vibrationsempfindung, Ulkus, etc.","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Fussuntersuchung",0,*,"",""
"Datamodel-diab","Datamodel-diab.Kontakte","Datamodel-diab.Kontakte","","","",0,*,"","","","BackboneElement {[]} {[]}
","Kontakte / Termine","Kontakte / Termine","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Kontakte",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Datamodel-diab","Datamodel-diab.Kontakte.id","Datamodel-diab.Kontakte.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Datamodel-diab","Datamodel-diab.Kontakte.extension","Datamodel-diab.Kontakte.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Kontakte.modifierExtension","Datamodel-diab.Kontakte.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Datamodel-diab","Datamodel-diab.Kontakte.Schulungen","Datamodel-diab.Kontakte.Schulungen","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Schulungen I-III + Wiederholungen mit Durchführungsdatum. Auch Dokumentation von angeordneten Schulungen.","Schulungen I-III + Wiederholungen mit Durchführungsdatum. Auch Dokumentation von angeordneten Schulungen.","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Kontakte.Schulungen",0,*,"",""
"Datamodel-diab","Datamodel-diab.Kontakte.Fallkoordinator","Datamodel-diab.Kontakte.Fallkoordinator","","","",1,1,"","","","string {[]} {[]}
","Fallkoordinator","Fallkoordinator","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Kontakte.Fallkoordinator",1,1,"",""
"Datamodel-diab","Datamodel-diab.Kontakte.Fallfuehrer","Datamodel-diab.Kontakte.Fallfuehrer","","","",1,1,"","","","string {[]} {[]}
","Fallführender Arzt","Fallführender Arzt","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Kontakte.Fallfuehrer",1,1,"",""
"Datamodel-diab","Datamodel-diab.Kontakte.Termine","Datamodel-diab.Kontakte.Termine","","","",0,*,"","","","string {[]} {[]}
","Strukturierte (geplante) Terminisierung (z.B. auch Ambulanztermine, FA, etc.)","Strukturierte (geplante) Terminisierung (z.B. auch Ambulanztermine, FA, etc.)","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Kontakte.Termine",0,*,"",""
"Datamodel-diab","Datamodel-diab.Therapie","Datamodel-diab.Therapie","","","",0,*,"","","","BackboneElement {[]} {[]}
","Therapie","Therapie","","","","","","","","","",,,,,"",,,,"Datamodel-diab.Therapie",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"Datamodel-diab","Datamodel-diab.Therapie.id","Datamodel-diab.Therapie.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Datamodel-diab","Datamodel-diab.Therapie.extension","Datamodel-diab.Therapie.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
